,Dis,Ct,St,Ct Wk,Ct Fi,Inns,Opposition,Ground,Start Date,Match id
304,1,1,0,0,1,4,Test v New Zealand,Indore,8 Oct 2016,Test # 2223
305,0,0,0,0,0,1,ODI v New Zealand,Dharamsala,16 Oct 2016,ODI # 3796
306,0,0,0,0,0,1,ODI v New Zealand,Delhi,20 Oct 2016,ODI # 3797
307,1,1,0,0,1,1,ODI v New Zealand,Mohali,23 Oct 2016,ODI # 3798
308,1,1,0,0,1,1,ODI v New Zealand,Ranchi,26 Oct 2016,ODI # 3799
309,0,0,0,0,0,2,ODI v New Zealand,Visakhapatnam,29 Oct 2016,ODI # 3800
310,0,0,0,0,0,1,Test v England,Rajkot,9 Nov 2016,Test # 2232
311,0,0,0,0,0,3,Test v England,Rajkot,9 Nov 2016,Test # 2232
312,0,0,0,0,0,2,Test v England,Visakhapatnam,17 Nov 2016,Test # 2235
313,1,1,0,0,1,4,Test v England,Visakhapatnam,17 Nov 2016,Test # 2235
314,1,1,0,0,1,1,Test v England,Mohali,26 Nov 2016,Test # 2238
315,0,0,0,0,0,3,Test v England,Mohali,26 Nov 2016,Test # 2238
316,2,2,0,0,2,1,Test v England,Wankhede,8 Dec 2016,Test # 2239
317,0,0,0,0,0,3,Test v England,Wankhede,8 Dec 2016,Test # 2239
318,1,1,0,0,1,1,Test v England,Chennai,16 Dec 2016,Test # 2241
319,0,0,0,0,0,3,Test v England,Chennai,16 Dec 2016,Test # 2241
320,0,0,0,0,0,1,ODI v England,Pune,15 Jan 2017,ODI # 3819
321,1,1,0,0,1,2,ODI v England,Cuttack,19 Jan 2017,ODI # 3821
322,0,0,0,0,0,1,ODI v England,Eden Gardens,22 Jan 2017,ODI # 3824
323,0,0,0,0,0,2,T20I v England,Kanpur,26 Jan 2017,T20I # 592
324,0,0,0,0,0,2,T20I v England,Nagpur,29 Jan 2017,T20I # 593
325,3,3,0,0,3,2,T20I v England,Bengaluru,1 Feb 2017,T20I # 594
326,0,0,0,0,0,2,Test v Bangladesh,Hyderabad,9 Feb 2017,Test # 2249
327,1,1,0,0,1,4,Test v Bangladesh,Hyderabad,9 Feb 2017,Test # 2249
328,2,2,0,0,2,1,Test v Australia,Pune,23 Feb 2017,Test # 2250
329,0,0,0,0,0,3,Test v Australia,Pune,23 Feb 2017,Test # 2250
330,0,0,0,0,0,2,Test v Australia,Bengaluru,4 Mar 2017,Test # 2251
331,0,0,0,0,0,4,Test v Australia,Bengaluru,4 Mar 2017,Test # 2251
332,1,1,0,0,1,1,Test v Australia,Ranchi,16 Mar 2017,Test # 2256
333,0,0,0,0,0,3,Test v Australia,Ranchi,16 Mar 2017,Test # 2256
334,0,0,0,0,0,2,ODI v Pakistan,Birmingham,4 Jun 2017,ODI # 3878
335,0,0,0,0,0,2,ODI v Sri Lanka,The Oval,8 Jun 2017,ODI # 3882
336,1,1,0,0,1,1,ODI v South Africa,The Oval,11 Jun 2017,ODI # 3886
337,1,1,0,0,1,1,ODI v Bangladesh,Birmingham,15 Jun 2017,ODI # 3891
338,0,0,0,0,0,1,ODI v Pakistan,The Oval,18 Jun 2017,ODI # 3894
339,TDNF,-,-,-,-,-,ODI v West Indies,Port of Spain,23 Jun 2017,ODI # 3895
340,0,0,0,0,0,2,ODI v West Indies,Port of Spain,25 Jun 2017,ODI # 3896
341,0,0,0,0,0,2,ODI v West Indies,North Sound,30 Jun 2017,ODI # 3898
342,1,1,0,0,1,1,ODI v West Indies,North Sound,2 Jul 2017,ODI # 3900
343,1,1,0,0,1,1,ODI v West Indies,Kingston,6 Jul 2017,ODI # 3902
344,0,0,0,0,0,2,T20I v West Indies,Kingston,9 Jul 2017,T20I # 617
345,1,1,0,0,1,2,Test v Sri Lanka,Galle,26 Jul 2017,Test # 2265
346,1,1,0,0,1,4,Test v Sri Lanka,Galle,26 Jul 2017,Test # 2265
347,1,1,0,0,1,2,Test v Sri Lanka,Colombo (SSC),3 Aug 2017,Test # 2267
348,0,0,0,0,0,3,Test v Sri Lanka,Colombo (SSC),3 Aug 2017,Test # 2267
349,0,0,0,0,0,2,Test v Sri Lanka,Pallekele,12 Aug 2017,Test # 2269
350,0,0,0,0,0,3,Test v Sri Lanka,Pallekele,12 Aug 2017,Test # 2269
351,0,0,0,0,0,1,ODI v Sri Lanka,Dambulla,20 Aug 2017,ODI # 3905
352,1,1,0,0,1,1,ODI v Sri Lanka,Pallekele,24 Aug 2017,ODI # 3906
353,0,0,0,0,0,1,ODI v Sri Lanka,Pallekele,27 Aug 2017,ODI # 3907
354,0,0,0,0,0,2,ODI v Sri Lanka,Colombo (RPS),31 Aug 2017,ODI # 3908
355,1,1,0,0,1,1,ODI v Sri Lanka,Colombo (RPS),3 Sep 2017,ODI # 3909
356,1,1,0,0,1,1,T20I v Sri Lanka,Colombo (RPS),6 Sep 2017,T20I # 618
357,0,0,0,0,0,2,ODI v Australia,Chennai,17 Sep 2017,ODI # 3910
358,0,0,0,0,0,2,ODI v Australia,Eden Gardens,21 Sep 2017,ODI # 3912
359,0,0,0,0,0,1,ODI v Australia,Indore,24 Sep 2017,ODI # 3914
360,1,1,0,0,1,1,ODI v Australia,Bengaluru,28 Sep 2017,ODI # 3917
361,0,0,0,0,0,1,ODI v Australia,Nagpur,1 Oct 2017,ODI # 3919
362,0,0,0,0,0,1,T20I v Australia,Ranchi,7 Oct 2017,T20I # 623
363,2,2,0,0,2,2,T20I v Australia,Guwahati,10 Oct 2017,T20I # 624
364,0,0,0,0,0,2,ODI v New Zealand,Wankhede,22 Oct 2017,ODI # 3928
365,1,1,0,0,1,1,ODI v New Zealand,Pune,25 Oct 2017,ODI # 3931
366,0,0,0,0,0,2,ODI v New Zealand,Kanpur,29 Oct 2017,ODI # 3932
367,0,0,0,0,0,2,T20I v New Zealand,Delhi,1 Nov 2017,T20I # 630
368,0,0,0,0,0,1,T20I v New Zealand,Rajkot,4 Nov 2017,T20I # 631
369,0,0,0,0,0,2,T20I v New Zealand,Thiruvananthapuram,7 Nov 2017,T20I # 632
370,2,2,0,0,2,2,Test v Sri Lanka,Eden Gardens,16 Nov 2017,Test # 2281
371,0,0,0,0,0,4,Test v Sri Lanka,Eden Gardens,16 Nov 2017,Test # 2281
372,0,0,0,0,0,1,Test v Sri Lanka,Nagpur,24 Nov 2017,Test # 2283
373,1,1,0,0,1,3,Test v Sri Lanka,Nagpur,24 Nov 2017,Test # 2283
374,0,0,0,0,0,2,Test v Sri Lanka,Delhi,2 Dec 2017,Test # 2286
375,0,0,0,0,0,4,Test v Sri Lanka,Delhi,2 Dec 2017,Test # 2286
376,0,0,0,0,0,1,Test v South Africa,Cape Town,5 Jan 2018,Test # 2292
377,1,1,0,0,1,3,Test v South Africa,Cape Town,5 Jan 2018,Test # 2292
378,1,1,0,0,1,1,Test v South Africa,Centurion,13 Jan 2018,Test # 2293
379,1,1,0,0,1,3,Test v South Africa,Centurion,13 Jan 2018,Test # 2293
380,0,0,0,0,0,2,Test v South Africa,Johannesburg,24 Jan 2018,Test # 2294
381,0,0,0,0,0,4,Test v South Africa,Johannesburg,24 Jan 2018,Test # 2294
382,1,1,0,0,1,1,ODI v South Africa,Durban,1 Feb 2018,ODI # 3969
383,0,0,0,0,0,1,ODI v South Africa,Centurion,4 Feb 2018,ODI # 3970
384,2,2,0,0,2,2,ODI v South Africa,Cape Town,7 Feb 2018,ODI # 3971
385,0,0,0,0,0,2,ODI v South Africa,Johannesburg,10 Feb 2018,ODI # 3973
386,1,1,0,0,1,2,ODI v South Africa,Gqeberha,13 Feb 2018,ODI # 3976
387,2,2,0,0,2,1,ODI v South Africa,Centurion,16 Feb 2018,ODI # 3978
388,0,0,0,0,0,2,T20I v South Africa,Johannesburg,18 Feb 2018,T20I # 652
389,0,0,0,0,0,2,T20I v South Africa,Centurion,21 Feb 2018,T20I # 654
390,1,1,0,0,1,2,T20I v Ireland,Dublin (Malahide),27 Jun 2018,T20I # 678
391,0,0,0,0,0,2,T20I v Ireland,Dublin (Malahide),29 Jun 2018,T20I # 680
392,2,2,0,0,2,1,T20I v England,Manchester,3 Jul 2018,T20I # 684
393,1,1,0,0,1,2,T20I v England,Cardiff,6 Jul 2018,T20I # 688
394,1,1,0,0,1,1,T20I v England,Bristol,8 Jul 2018,T20I # 690
395,1,1,0,0,1,1,ODI v England,Nottingham,12 Jul 2018,ODI # 4014
396,0,0,0,0,0,1,ODI v England,Lord's,14 Jul 2018,ODI # 4016
397,0,0,0,0,0,2,ODI v England,Leeds,17 Jul 2018,ODI # 4018
398,0,0,0,0,0,1,Test v England,Birmingham,1 Aug 2018,Test # 2314
399,1,1,0,0,1,3,Test v England,Birmingham,1 Aug 2018,Test # 2314
400,0,0,0,0,0,2,Test v England,Lord's,9 Aug 2018,Test # 2315
401,0,0,0,0,0,2,Test v England,Nottingham,18 Aug 2018,Test # 2316
402,1,1,0,0,1,4,Test v England,Nottingham,18 Aug 2018,Test # 2316
403,2,2,0,0,2,1,Test v England,Southampton,30 Aug 2018,Test # 2317
404,0,0,0,0,0,3,Test v England,Southampton,30 Aug 2018,Test # 2317
405,0,0,0,0,0,1,Test v England,The Oval,7 Sep 2018,Test # 2318
406,0,0,0,0,0,3,Test v England,The Oval,7 Sep 2018,Test # 2318
407,0,0,0,0,0,2,Test v West Indies,Rajkot,4 Oct 2018,Test # 2319
408,0,0,0,0,0,3,Test v West Indies,Rajkot,4 Oct 2018,Test # 2319
409,0,0,0,0,0,1,Test v West Indies,Hyderabad,12 Oct 2018,Test # 2321
410,0,0,0,0,0,3,Test v West Indies,Hyderabad,12 Oct 2018,Test # 2321
411,0,0,0,0,0,1,ODI v West Indies,Guwahati,21 Oct 2018,ODI # 4056
412,1,1,0,0,1,2,ODI v West Indies,Visakhapatnam,24 Oct 2018,ODI # 4059
413,0,0,0,0,0,1,ODI v West Indies,Pune,27 Oct 2018,ODI # 4062
414,0,0,0,0,0,2,ODI v West Indies,Brabourne,29 Oct 2018,ODI # 4063
415,1,1,0,0,1,1,ODI v West Indies,Thiruvananthapuram,1 Nov 2018,ODI # 4064
416,0,0,0,0,0,1,T20I v Australia,Brisbane,21 Nov 2018,T20I # 712
417,0,0,0,0,0,1,T20I v Australia,Melbourne,23 Nov 2018,T20I # 713
418,1,1,0,0,1,1,T20I v Australia,Sydney,25 Nov 2018,T20I # 714
419,0,0,0,0,0,2,Test v Australia,Adelaide,6 Dec 2018,Test # 2333
420,1,1,0,0,1,4,Test v Australia,Adelaide,6 Dec 2018,Test # 2333
421,1,1,0,0,1,1,Test v Australia,Perth,14 Dec 2018,Test # 2334
422,1,1,0,0,1,3,Test v Australia,Perth,14 Dec 2018,Test # 2334
423,0,0,0,0,0,2,Test v Australia,Melbourne,26 Dec 2018,Test # 2337
424,2,2,0,0,2,4,Test v Australia,Melbourne,26 Dec 2018,Test # 2337
425,0,0,0,0,0,2,Test v Australia,Sydney,3 Jan 2019,Test # 2339
426,0,0,0,0,0,3,Test v Australia,Sydney,3 Jan 2019,Test # 2339
427,0,0,0,0,0,1,ODI v Australia,Sydney,12 Jan 2019,ODI # 4077
428,1,1,0,0,1,1,ODI v Australia,Adelaide,15 Jan 2019,ODI # 4078
429,1,1,0,0,1,1,ODI v Australia,Melbourne,18 Jan 2019,ODI # 4079
430,0,0,0,0,0,1,ODI v New Zealand,Napier,23 Jan 2019,ODI # 4082
431,0,0,0,0,0,2,ODI v New Zealand,Mount Maunganui,26 Jan 2019,ODI # 4085
432,1,1,0,0,1,1,ODI v New Zealand,Mount Maunganui,28 Jan 2019,ODI # 4088
433,0,0,0,0,0,2,T20I v Australia,Visakhapatnam,24 Feb 2019,T20I # 748
434,0,0,0,0,0,2,T20I v Australia,Bengaluru,27 Feb 2019,T20I # 749
435,2,2,0,0,2,1,ODI v Australia,Hyderabad,2 Mar 2019,ODI # 4102
436,1,1,0,0,1,2,ODI v Australia,Nagpur,5 Mar 2019,ODI # 4106
437,0,0,0,0,0,1,ODI v Australia,Ranchi,8 Mar 2019,ODI # 4109
438,0,0,0,0,0,2,ODI v Australia,Mohali,10 Mar 2019,ODI # 4111
439,2,2,0,0,2,1,ODI v Australia,Delhi,13 Mar 2019,ODI # 4113
440,2,2,0,0,2,1,ODI v South Africa,Southampton,5 Jun 2019,ODI # 4150
441,1,1,0,0,1,2,ODI v Australia,The Oval,9 Jun 2019,ODI # 4155
442,0,0,0,0,0,2,ODI v Pakistan,Manchester,16 Jun 2019,ODI # 4161
443,0,0,0,0,0,2,ODI v Afghanistan,Southampton,22 Jun 2019,ODI # 4169
444,0,0,0,0,0,2,ODI v West Indies,Manchester,27 Jun 2019,ODI # 4175
445,0,0,0,0,0,1,ODI v England,Birmingham,30 Jun 2019,ODI # 4179
446,1,1,0,0,1,2,ODI v Bangladesh,Birmingham,2 Jul 2019,ODI # 4182
447,0,0,0,0,0,1,ODI v Sri Lanka,Leeds,6 Jul 2019,ODI # 4187
448,2,2,0,0,2,1,ODI v New Zealand,Manchester,9 Jul 2019,ODI # 4190
449,1,1,0,0,1,1,T20I v West Indies,Lauderhill,3 Aug 2019,T20I # 842
450,0,0,0,0,0,2,T20I v West Indies,Lauderhill,4 Aug 2019,T20I # 843
451,0,0,0,0,0,1,T20I v West Indies,Providence,6 Aug 2019,T20I # 846
452,0,0,0,0,0,1,ODI v West Indies,Providence,8 Aug 2019,ODI # 4196
453,3,3,0,0,3,2,ODI v West Indies,Port of Spain,11 Aug 2019,ODI # 4197
454,2,2,0,0,2,1,ODI v West Indies,Port of Spain,14 Aug 2019,ODI # 4199
455,1,1,0,0,1,2,Test v West Indies,North Sound,22 Aug 2019,Test # 2358
456,0,0,0,0,0,4,Test v West Indies,North Sound,22 Aug 2019,Test # 2358
457,1,1,0,0,1,2,Test v West Indies,Kingston,30 Aug 2019,Test # 2359
458,1,1,0,0,1,4,Test v West Indies,Kingston,30 Aug 2019,Test # 2359
459,1,1,0,0,1,1,T20I v South Africa,Mohali,18 Sep 2019,T20I # 888
460,1,1,0,0,1,2,T20I v South Africa,Bengaluru,22 Sep 2019,T20I # 893
461,0,0,0,0,0,2,Test v South Africa,Visakhapatnam,2 Oct 2019,Test # 2363
462,0,0,0,0,0,4,Test v South Africa,Visakhapatnam,2 Oct 2019,Test # 2363
463,1,1,0,0,1,2,Test v South Africa,Pune,10 Oct 2019,Test # 2364
464,0,0,0,0,0,3,Test v South Africa,Pune,10 Oct 2019,Test # 2364
465,0,0,0,0,0,2,Test v South Africa,Ranchi,19 Oct 2019,Test # 2365
466,0,0,0,0,0,3,Test v South Africa,Ranchi,19 Oct 2019,Test # 2365
467,1,1,0,0,1,1,Test v Bangladesh,Indore,14 Nov 2019,Test # 2366
468,0,0,0,0,0,3,Test v Bangladesh,Indore,14 Nov 2019,Test # 2366
469,0,0,0,0,0,1,Test v Bangladesh,Eden Gardens,22 Nov 2019,Test # 2369
470,3,3,0,0,3,3,Test v Bangladesh,Eden Gardens,22 Nov 2019,Test # 2369
471,0,0,0,0,0,1,T20I v West Indies,Hyderabad,6 Dec 2019,T20I # 1020
472,1,1,0,0,1,2,T20I v West Indies,Thiruvananthapuram,8 Dec 2019,T20I # 1022
473,0,0,0,0,0,2,T20I v West Indies,Wankhede,11 Dec 2019,T20I # 1024
474,0,0,0,0,0,2,ODI v West Indies,Chennai,15 Dec 2019,ODI # 4221
475,2,2,0,0,2,2,ODI v West Indies,Visakhapatnam,18 Dec 2019,ODI # 4222
476,0,0,0,0,0,1,ODI v West Indies,Cuttack,22 Dec 2019,ODI # 4223
477,TDNF,-,-,-,-,-,T20I v Sri Lanka,Guwahati,5 Jan 2020,T20I # 1025
478,0,0,0,0,0,1,T20I v Sri Lanka,Indore,7 Jan 2020,T20I # 1026
479,1,1,0,0,1,2,T20I v Sri Lanka,Pune,10 Jan 2020,T20I # 1027
480,0,0,0,0,0,2,ODI v Australia,Wankhede,14 Jan 2020,ODI # 4231
481,1,1,0,0,1,2,ODI v Australia,Rajkot,17 Jan 2020,ODI # 4232
482,1,1,0,0,1,1,ODI v Australia,Bengaluru,19 Jan 2020,ODI # 4233
483,1,1,0,0,1,1,T20I v New Zealand,Auckland,24 Jan 2020,T20I # 1031
484,2,2,0,0,2,1,T20I v New Zealand,Auckland,26 Jan 2020,T20I # 1034
485,0,0,0,0,0,2,T20I v New Zealand,Hamilton,29 Jan 2020,T20I # 1035
486,0,0,0,0,0,2,T20I v New Zealand,Wellington,31 Jan 2020,T20I # 1036
487,0,0,0,0,0,2,ODI v New Zealand,Hamilton,5 Feb 2020,ODI # 4235
488,0,0,0,0,0,1,ODI v New Zealand,Auckland,8 Feb 2020,ODI # 4239
489,2,2,0,0,2,2,ODI v New Zealand,Mount Maunganui,11 Feb 2020,ODI # 4243
490,1,1,0,0,1,2,Test v New Zealand,Wellington,21 Feb 2020,Test # 2385
491,0,0,0,0,0,4,Test v New Zealand,Wellington,21 Feb 2020,Test # 2385
492,1,1,0,0,1,2,Test v New Zealand,Christchurch,29 Feb 2020,Test # 2387
493,0,0,0,0,0,4,Test v New Zealand,Christchurch,29 Feb 2020,Test # 2387
494,0,0,0,0,0,1,ODI v Australia,Sydney,27 Nov 2020,ODI # 4265
495,1,1,0,0,1,1,ODI v Australia,Sydney,29 Nov 2020,ODI # 4266
496,0,0,0,0,0,2,ODI v Australia,Canberra,2 Dec 2020,ODI # 4267
497,1,1,0,0,1,2,T20I v Australia,Canberra,4 Dec 2020,T20I # 1114
498,0,0,0,0,0,1,T20I v Australia,Sydney,6 Dec 2020,T20I # 1115
499,0,0,0,0,0,1,T20I v Australia,Sydney,8 Dec 2020,T20I # 1116
500,2,2,0,0,2,2,Test v Australia,Adelaide,17 Dec 2020,Test # 2396
501,0,0,0,0,0,4,Test v Australia,Adelaide,17 Dec 2020,Test # 2396
502,0,0,0,0,0,1,Test v England,Chennai,5 Feb 2021,Test # 2409
503,0,0,0,0,0,3,Test v England,Chennai,5 Feb 2021,Test # 2409
504,1,1,0,0,1,2,Test v England,Chennai,13 Feb 2021,Test # 2411
505,2,2,0,0,2,4,Test v England,Chennai,13 Feb 2021,Test # 2411
506,0,0,0,0,0,1,Test v England,Ahmedabad,24 Feb 2021,Test # 2412
507,0,0,0,0,0,3,Test v England,Ahmedabad,24 Feb 2021,Test # 2412
508,0,0,0,0,0,1,Test v England,Ahmedabad,4 Mar 2021,Test # 2414
509,1,1,0,0,1,3,Test v England,Ahmedabad,4 Mar 2021,Test # 2414
510,0,0,0,0,0,2,T20I v England,Ahmedabad,12 Mar 2021,T20I # 1131
511,0,0,0,0,0,1,T20I v England,Ahmedabad,14 Mar 2021,T20I # 1132
512,0,0,0,0,0,2,T20I v England,Ahmedabad,16 Mar 2021,T20I # 1133
513,0,0,0,0,0,2,T20I v England,Ahmedabad,18 Mar 2021,T20I # 1135
514,0,0,0,0,0,2,T20I v England,Ahmedabad,20 Mar 2021,T20I # 1138
515,1,1,0,0,1,2,ODI v England,Pune,23 Mar 2021,ODI # 4281
516,1,1,0,0,1,2,ODI v England,Pune,26 Mar 2021,ODI # 4283
517,1,1,0,0,1,2,ODI v England,Pune,28 Mar 2021,ODI # 4284
518,2,2,0,0,2,2,Test v New Zealand,Southampton,18 Jun 2021,Test # 2425
519,0,0,0,0,0,4,Test v New Zealand,Southampton,18 Jun 2021,Test # 2425
520,0,0,0,0,0,1,Test v England,Nottingham,4 Aug 2021,Test # 2428
521,0,0,0,0,0,3,Test v England,Nottingham,4 Aug 2021,Test # 2428
522,2,2,0,0,2,2,Test v England,Lord's,12 Aug 2021,Test # 2429
523,2,2,0,0,2,4,Test v England,Lord's,12 Aug 2021,Test # 2429
524,1,1,0,0,1,2,Test v England,Leeds,25 Aug 2021,Test # 2432
525,1,1,0,0,1,2,Test v England,The Oval,2 Sep 2021,Test # 2433
526,0,0,0,0,0,4,Test v England,The Oval,2 Sep 2021,Test # 2433
527,0,0,0,0,0,2,T20I v Pakistan,Dubai (DICS),24 Oct 2021,T20I # 1361
528,0,0,0,0,0,2,T20I v New Zealand,Dubai (DICS),31 Oct 2021,T20I # 1381
529,0,0,0,0,0,2,T20I v Afghanistan,Abu Dhabi,3 Nov 2021,T20I # 1390
530,0,0,0,0,0,1,T20I v Scotland,Dubai (DICS),5 Nov 2021,T20I # 1396
531,0,0,0,0,0,1,T20I v Namibia,Dubai (DICS),8 Nov 2021,T20I # 1410
532,2,2,0,0,2,2,Test v New Zealand,Wankhede,3 Dec 2021,Test # 2438
533,0,0,0,0,0,4,Test v New Zealand,Wankhede,3 Dec 2021,Test # 2438
534,0,0,0,0,0,2,Test v South Africa,Centurion,26 Dec 2021,Test # 2443
535,0,0,0,0,0,4,Test v South Africa,Centurion,26 Dec 2021,Test # 2443
536,2,2,0,0,2,2,Test v South Africa,Cape Town,11 Jan 2022,Test # 2448
537,0,0,0,0,0,4,Test v South Africa,Cape Town,11 Jan 2022,Test # 2448
538,0,0,0,0,0,1,ODI v South Africa,Paarl,19 Jan 2022,ODI # 4344
539,0,0,0,0,0,2,ODI v South Africa,Paarl,21 Jan 2022,ODI # 4346
540,2,2,0,0,2,1,ODI v South Africa,Cape Town,23 Jan 2022,ODI # 4349
541,0,0,0,0,0,1,ODI v West Indies,Ahmedabad,6 Feb 2022,ODI # 4353
542,1,1,0,0,1,2,ODI v West Indies,Ahmedabad,9 Feb 2022,ODI # 4355
543,2,2,0,0,2,2,ODI v West Indies,Ahmedabad,11 Feb 2022,ODI # 4356
544,1,1,0,0,1,1,T20I v West Indies,Eden Gardens,16 Feb 2022,T20I # 1467
545,0,0,0,0,0,2,T20I v West Indies,Eden Gardens,18 Feb 2022,T20I # 1473
546,0,0,0,0,0,2,Test v Sri Lanka,Mohali,4 Mar 2022,Test # 2452
547,1,1,0,0,1,3,Test v Sri Lanka,Mohali,4 Mar 2022,Test # 2452
548,0,0,0,0,0,2,Test v Sri Lanka,Bengaluru,12 Mar 2022,Test # 2456
549,0,0,0,0,0,4,Test v Sri Lanka,Bengaluru,12 Mar 2022,Test # 2456
550,1,1,0,0,1,2,Test v England,Birmingham,1 Jul 2022,Test # 2470
551,0,0,0,0,0,4,Test v England,Birmingham,1 Jul 2022,Test # 2470
552,1,1,0,0,1,2,T20I v England,Birmingham,9 Jul 2022,T20I # 1628
553,0,0,0,0,0,1,T20I v England,Nottingham,10 Jul 2022,T20I # 1631
554,0,0,0,0,0,1,ODI v England,Lord's,14 Jul 2022,ODI # 4428
555,1,1,0,0,1,1,ODI v England,Manchester,17 Jul 2022,ODI # 4433
556,0,0,0,0,0,1,T20I v Pakistan,Dubai (DICS),28 Aug 2022,T20I # 1750
557,0,0,0,0,0,2,T20I v Hong Kong,Dubai (DICS),31 Aug 2022,T20I # 1754
558,1,1,0,0,1,2,T20I v Pakistan,Dubai (DICS),4 Sep 2022,T20I # 1758
559,0,0,0,0,0,2,T20I v Sri Lanka,Dubai (DICS),6 Sep 2022,T20I # 1759
560,1,1,0,0,1,2,T20I v Afghanistan,Dubai (DICS),8 Sep 2022,T20I # 1761
561,1,1,0,0,1,2,T20I v Australia,Mohali,20 Sep 2022,T20I # 1788
562,0,0,0,0,0,1,T20I v Australia,Nagpur,23 Sep 2022,T20I # 1794
563,0,0,0,0,0,1,T20I v Australia,Hyderabad,25 Sep 2022,T20I # 1796
564,0,0,0,0,0,1,T20I v South Africa,Thiruvananthapuram,28 Sep 2022,T20I # 1800
565,1,1,0,0,1,2,T20I v South Africa,Guwahati,2 Oct 2022,T20I # 1803
566,0,0,0,0,0,1,T20I v Pakistan,Melbourne,23 Oct 2022,T20I # 1842
567,1,1,0,0,1,2,T20I v Netherlands,Sydney,27 Oct 2022,T20I # 1848
568,0,0,0,0,0,2,T20I v South Africa,Perth,30 Oct 2022,T20I # 1853
569,0,0,0,0,0,2,T20I v Bangladesh,Adelaide,2 Nov 2022,T20I # 1860
570,1,1,0,0,1,2,T20I v Zimbabwe,Melbourne,6 Nov 2022,T20I # 1873
571,0,0,0,0,0,2,T20I v England,Adelaide,10 Nov 2022,T20I # 1878
572,1,1,0,0,1,2,ODI v Bangladesh,Mirpur,4 Dec 2022,ODI # 4493
573,0,0,0,0,0,1,ODI v Bangladesh,Mirpur,7 Dec 2022,ODI # 4496
574,0,0,0,0,0,2,ODI v Bangladesh,Chattogram,10 Dec 2022,ODI # 4499
575,1,1,0,0,1,2,Test v Bangladesh,Chattogram,14 Dec 2022,Test # 2481
576,1,1,0,0,1,4,Test v Bangladesh,Chattogram,14 Dec 2022,Test # 2481
577,0,0,0,0,0,1,Test v Bangladesh,Mirpur,22 Dec 2022,Test # 2484
578,0,0,0,0,0,3,Test v Bangladesh,Mirpur,22 Dec 2022,Test # 2484
579,0,0,0,0,0,2,ODI v Sri Lanka,Guwahati,10 Jan 2023,ODI # 4501
580,0,0,0,0,0,1,ODI v Sri Lanka,Eden Gardens,12 Jan 2023,ODI # 4503
581,0,0,0,0,0,2,ODI v Sri Lanka,Thiruvananthapuram,15 Jan 2023,ODI # 4505
582,0,0,0,0,0,2,ODI v New Zealand,Hyderabad,18 Jan 2023,ODI # 4507
583,0,0,0,0,0,1,ODI v New Zealand,Raipur,21 Jan 2023,ODI # 4509
584,2,2,0,0,2,2,ODI v New Zealand,Indore,24 Jan 2023,ODI # 4511
585,1,1,0,0,1,1,Test v Australia,Nagpur,9 Feb 2023,Test # 2490
586,1,1,0,0,1,3,Test v Australia,Nagpur,9 Feb 2023,Test # 2490
587,1,1,0,0,1,1,Test v Australia,Delhi,17 Feb 2023,Test # 2493
588,1,1,0,0,1,3,Test v Australia,Delhi,17 Feb 2023,Test # 2493
589,0,0,0,0,0,2,Test v Australia,Indore,1 Mar 2023,Test # 2496
590,0,0,0,0,0,4,Test v Australia,Indore,1 Mar 2023,Test # 2496
591,1,1,0,0,1,1,Test v Australia,Ahmedabad,9 Mar 2023,Test # 2499
592,0,0,0,0,0,3,Test v Australia,Ahmedabad,9 Mar 2023,Test # 2499
593,0,0,0,0,0,1,ODI v Australia,Wankhede,17 Mar 2023,ODI # 4538
594,0,0,0,0,0,2,ODI v Australia,Visakhapatnam,19 Mar 2023,ODI # 4541
595,0,0,0,0,0,1,ODI v Australia,Chennai,22 Mar 2023,ODI # 4545
596,0,0,0,0,0,1,Test v Australia,The Oval,7 Jun 2023,Test # 2505
597,1,1,0,0,1,3,Test v Australia,The Oval,7 Jun 2023,Test # 2505
598,0,0,0,0,0,1,Test v West Indies,Roseau,12 Jul 2023,Test # 2510
599,0,0,0,0,0,3,Test v West Indies,Roseau,12 Jul 2023,Test # 2510
600,0,0,0,0,0,2,Test v West Indies,Port of Spain,20 Jul 2023,Test # 2513
601,0,0,0,0,0,4,Test v West Indies,Port of Spain,20 Jul 2023,Test # 2513
602,1,1,0,0,1,1,ODI v West Indies,Bridgetown,27 Jul 2023,ODI # 4622
603,TDNF,-,-,-,-,-,ODI v Pakistan,Pallekele,2 Sep 2023,ODI # 4630
604,1,1,0,0,1,1,ODI v Nepal,Pallekele,4 Sep 2023,ODI # 4632
605,0,0,0,0,0,2,ODI v Pakistan,Colombo (RPS),10 Sep 2023,ODI # 4639
606,0,0,0,0,0,2,ODI v Sri Lanka,Colombo (RPS),12 Sep 2023,ODI # 4641
607,1,1,0,0,1,1,ODI v Sri Lanka,Colombo (RPS),17 Sep 2023,ODI # 4649
608,1,1,0,0,1,1,ODI v Australia,Rajkot,27 Sep 2023,ODI # 4657
609,2,2,0,0,2,1,ODI v Australia,Chennai,8 Oct 2023,ODI # 4662
610,1,1,0,0,1,1,ODI v Afghanistan,Delhi,11 Oct 2023,ODI # 4666
611,0,0,0,0,0,1,ODI v Pakistan,Ahmedabad,14 Oct 2023,ODI # 4669
612,0,0,0,0,0,1,ODI v Bangladesh,Pune,19 Oct 2023,ODI # 4674
